호기,부위,일자,시작시간,완료시간,정지시간(분),정지시간(시간),고장 원인,처리 내용,MTTR,MTBF,고장강도율,translated_고장원인,translated_처리내용,translated_부위,제품 가격 가중치,risk_impact,가동시간,risk_likehood
5호기,후면,7월11일,08:30:00,09:30:00,60,1,SAW FEED 콘베어,UP/DOWN 솔레노이드 교체,1.88,72.5,2.6,SAW FEED conveyor,UP/DOWN solenoid replacement,back side,0.15,2.02851929,362.38,4.998344828
5호기,후면,8월25일,16:30:00,17:30:00,60,1,스트레차 파워헤드 전 후,진 不 죠 하강 솔 배선 단선,1.05,13.5,7.74,Before and after Stretcha Powerhead,True non-jaw down brush wiring disconnection,back side,0.15,1.90401929,270.7,20.05185185
5호기,후면,8월08일,20:50:00,21:05:00,15,0.25,TAIL HEAD IN FEED V/T UP/DOWN 동작 불능,JAW 실린더 로드 풀림으로 조임 및 근접센서 재조정,1.05,13.5,7.74,TAIL HEAD IN FEED V/T UP/DOWN does not work,Tightening and readjusting the proximity sensor by loosening the JAW cylinder rod,back side,0.15,1.90401929,270.7,20.05185185
5호기,후면,8월15일,21:30:00,21:50:00,20,0.33,T.H 모니터 잦은 꺼짐 현상,모니터 교체 ,1.05,13.5,7.74,T.H monitor turns off frequently,monitor replacement,back side,0.15,1.90401929,270.7,20.05185185
5호기,후면,8월18일,09:00:00,09:30:00,30,0.5,TAIL HEAD IN FEED V/T 구동 불능,IN FEED V/T MOTOR 전/후진시 걸려 콘넥터부 배선 뽑힘 점검수리,1.05,13.5,7.74,TAIL HEAD IN FEED V/T operation not possible,"IN FEED V/T MOTOR is caught when moving forward/reverse, and inspection and repair of connector wiring disconnection.",back side,0.15,1.90401929,270.7,20.05185185
5호기,후면,8월05일,06:30:00,06:40:00,10,0.17,쫄대C/V 카운팅 센서 파손으로 교체요청,BUP-50S(1EA)교체작업,1.05,13.5,7.74,Request for replacement due to damage to Jjoldae C/V counting sensor,BUP-50S (1EA) replacement work,back side,0.15,1.90401929,270.7,20.05185185
5호기,후면,9월6일,13:30:00,13:50:00,20,0.33,교정기 파워헤드 죠 실,린다 페킹 교체 작업,0.53,82.9,0.64,Braces Powerhead Jaw Seal,Linda Peking replacement work,back side,0.15,1.82601929,331.6,4
5호기,후면,2016-09-06 00:00:00,12:30:00,13:50:00,80,1.3,교정기 파워헤드 조실린더 에어 유출,조실린더 에어 유출 패킹 교체,0.68,36.8,1.84,Straightener power head cylinder air leak,Replacement of crude cylinder air leak packing,back side,0.15,1.84851929,331.6,9.010869565
5호기,후면,2016-11-08 00:00:00,21:10:00,22:45:00,95,1.6,푸셔 베어링 파손및 센서 터치바 파손,푸셔 베어링 파손 교체및 센서 터치바 파손 용접 수리,2.05,172.9,1.19,Pusher bearing damaged and sensor touch bar damaged,Replacement of damaged pusher bearing and welding repair of damaged sensor touch bar,back side,0.15,2.05401929,345.8,2
5호기,후면,2016-11-08 00:00:00,15:00:00,17:30:00,150,2.5,핫쏘우 실린더 파손,핫쏘우 실린더 파손 교체,2.05,172.9,1.19,Hot saw cylinder damage,Hot saw cylinder damage replacement,back side,0.15,2.05401929,345.8,2
5호기,후면,2014-08-13 00:00:00,08:50:00,09:20:00,30,0.5,교정기 인피드 벨트 구동 불가,풀러 가이드 교정작업,8.54,46.9,2.18,Straightener infeed belt cannot be driven,Fuller guide correction work,back side,0.15,3.02751929,281.29,5.997654584
5호기,후면,2014-09-12 00:00:00,02:30:00,05:00:00,150,2.5,절단기 전후진 불능,"해당 부위 분해후 배관 보수 및 필터 청소
드레인 릴리프 조절 / 톱날 하강 위치 하향 조절",8.61,71.9,1.36,Cutter cannot move forward or backward,"Pipe repair and filter cleaning after disassembling the relevant area
Drain relief adjustment / saw blade lowering position downward adjustment",back side,0.15,3.03801929,287.55,3.99930459
5호기,후면,2014-09-12 00:00:00,20:50:00,21:50:00,60,1,교정기 실린더 볼트 풀림,풀림 부위 조임작업,8.61,71.9,1.36,Straightener cylinder bolt loosened,Tightening work on loosened parts,back side,0.15,3.03801929,287.55,3.99930459
5호기,후면,2014-09-27 00:00:00,13:45:00,14:05:00,20,0.33,교정기 jaw업다운 불능,센서 브래킷 용접작업 및 센서위치 교정,8.61,71.9,1.36,Braces jaw up and down not possible,Sensor bracket welding work and sensor position correction,back side,0.15,3.03801929,287.55,3.99930459
5호기,후면,2014-10-21 00:00:00,12:00:00,12:10:00,10,0.17,파워헤드 센서 파손,PRDL18-14DN 교체,7.88,43.6,1.01,Power head sensor damaged,PRDL18-14DN Replacement,back side,0.15,2.92851929,261.41,5.995642202
5호기,후면,2014-10-29 00:00:00,20:30:00,20:45:00,15,0.25,교정기 파워헤드 동작불능,클램프센서 파손 PR18-14DN 교체,7.88,43.6,1.01,Braces power head not working,Damaged clamp sensor PR18-14DN replacement,back side,0.15,2.92851929,261.41,5.995642202
5호기,후면,2014-11-04 00:00:00,05:00:00,06:15:00,75,1.25,절단기 구동축 슬립,"구동축 슬립발생
 - 샤프트 육성 용접 후 커플링 조립",4.94,38.9,6.52,Cutter drive shaft slip,"Drive shaft slip occurs
 - Assemble the coupling after welding the shaft",back side,0.15,2.48751929,311.01,7.995115681
5호기,후면,2014-11-13 00:00:00,03:40:00,04:00:00,20,0.33,게이지헤드 전/후진 동작불능,게이지헤드 클램핑장치 2개소 중 1개소 동작 불능으로 임시조치,4.94,38.9,6.52,Gauge head forward/reverse operation not possible,Temporary measure taken as one of two gauge head clamping devices is inoperable,back side,0.15,2.48751929,311.01,7.995115681
5호기,기타,2016-09-12 00:00:00,22:30:00,23:00:00,30,0.5,온도상승 불능으로 점검요청,MC225B 열화로 교체 후 정상동작,0.68,36.8,1.84,Inspection request due to inability to increase temperature,Normal operation after replacement due to MC225B deterioration,etc,0.06,0.739407716,331.6,9.010869565
6호기,압출기,1월28일,20:30:00,20:45:00,15,0.3,다이슬라이드 근접센서 ,소손 교체작업,0.56,59.1,0.95,Dieslide proximity sensor,Burnout replacement work,extruder,0.35,4.271211677,295.43,4.998815567
6호기,압출기,1월28일,05:30:00,06:10:00,40,0.7,콘테이너 씰링 펌프 죠,카풀러 파손 임시조치 작업,0.56,59.1,0.95,Container Sealing Pump Jaws,Temporary measures for carpooler damage,extruder,0.35,4.271211677,295.43,4.998815567
6호기,압출기,2월19일,13:40:00,16:40:00,180,3,오일쿨러 냉각수 펌프,베아링 및 씰교체 작업,1.25,75.8,1.65,Oil cooler coolant pump,Bearing and seal replacement work,extruder,0.35,4.512711677,303.13,3.999076517
6호기,압출기,2월19일,10:45:00,10:55:00,10,0.2,2번 메인 펌프 풀러그 ,오일 누유 오링 교체작업,1.25,75.8,1.65,No. 2 main pump pull lug,Oil leak O-ring replacement work,extruder,0.35,4.512711677,303.13,3.999076517
6호기,압출기,3월1일,14:10:00,14:30:00,20,0.3,콘테이너 씰링 압력 不,op판넬 에서 조작 미숙으로,1.12,64.5,1.73,No container sealing pressure,Due to poor operation of the op panel,extruder,0.35,4.467211677,387.14,6.002170543
6호기,압출기,3월10일,06:10:00,07:00:00,50,0.8,메인 전진 不,휴즈 홀더 교체후 정상,1.12,64.5,1.73,Main advance no,Normal after fuse holder replacement,extruder,0.35,4.467211677,387.14,6.002170543
6호기,압출기,4월25일,09:15:00,09:30:00,15,0.2,메인펌프 동작 不,서보밸브 오일오염으로 인한 교체,0.73,66.1,1.1,Main pump not operating,Replacement due to servo valve oil contamination,extruder,0.35,4.330711677,264.43,4.000453858
6호기,압출기,4월27일,09:00:00,09:35:00,35,0.6,콘테이너 실링 릴리프밸브, 바디 크랙으로 오일누유 교체,0.73,66.1,1.1,Container sealing relief valve,Replace oil leak due to body crack,extruder,0.35,4.330711677,264.43,4.000453858
6호기,압출기,5월12일,07:10:00,08:30:00,80,1.3,메인펌프1번 후렛시 호스 누유 ,분해후 오링 교체작업,1.22,23.4,5.22,Main pump No. 1 flash hose leak,O-ring replacement after disassembly,extruder,0.35,4.502211677,210.83,9.00982906
6호기,압출기,5월17일,07:20:00,08:30:00,70,1.2,빌레트 로다 동작 에러,릴리프 밸브 오염 제거 작업,1.22,23.4,5.22,Billet loader operation error,Relief valve decontamination operation,extruder,0.35,4.502211677,210.83,9.00982906
6호기,압출기,5월18일,05:20:00,06:10:00,50,0.8,씰링 배관 누유,배관 크랙 부위 육성 용접,1.22,23.4,5.22,Sealing pipe leak,Welding of pipe cracks,extruder,0.35,4.502211677,210.83,9.00982906
6호기,압출기,5월27일,21:10:00,22:30:00,80,1.3,빠일롯트 배관 크랙 누유,분해 후 용접 작업,1.22,23.4,5.22,Pilot pipe crack leak,Welding work after disassembly,extruder,0.35,4.502211677,210.83,9.00982906
6호기,압출기,5월30일,13:30:00,16:50:00,200,3.3,스템 전단 으로 예비품 ,으로 교체 작업,1.22,23.4,5.22,Stem Shear To Spare Parts,Replace operation with,extruder,0.35,4.502211677,210.83,9.00982906
6호기,압출기,6월9일,19:00:00,22:40:00,220,3.7,빌레트 로다 페드 파손,페드 교정 후 조립,1.73,65.5,2.63,Billet rodaped damaged,Assemble after calibrating the pad,extruder,0.35,4.680711677,262.06,4.000916031
6호기,압출기,6월13일,13:50:00,14:40:00,50,0.8,콘테이너 씰링 압력 저,릴리프 밸브 압력 조정 작업,1.73,65.5,2.63,Container sealing pressure low,Relief valve pressure adjustment operation,extruder,0.35,4.680711677,262.06,4.000916031
6호기,압출기,7월25일,22:20:00,22:50:00,30,0.5,메인 사이드 압력 상승,저하 로 다믕 동작 不,2.07,68.3,3.03,Main side pressure rise,No operation due to deterioration,extruder,0.35,4.799711677,204.93,3.000439239
6호기,압출기,9월5일,21:30:00,23:35:00,125,2.1,빌레트 보조 실린다,페킹 정비,3.87,49.6,7.79,Billet auxiliary load,peking maintenance,extruder,0.35,5.429711677,297.7,6.002016129
6호기,압출기,9월7일,18:10:00,20:30:00,140,2.3,압출 빠일롯트 펌프,오일쿨러 누유 교체작업,3.87,49.6,7.79,Extrusion Pilot Pump,Oil cooler oil leak replacement work,extruder,0.35,5.429711677,297.7,6.002016129
6호기,압출기,9월21일,13:30:00,17:30:00,240,4,옥스 펌프 이상 킷트 구매,후 교체 시운전,3.87,49.6,7.79,Purchase a kit for Ox pump or higher,After replacement test run,extruder,0.35,5.429711677,297.7,6.002016129
6호기,압출기,9월22일,08:30:00,19:00:00,630,10.5,빌렛트 로다 힌지 부시,교체및 교정 작업,3.87,49.6,7.79,Billet Roda Hinge Bush,Replacement and calibration work,extruder,0.35,5.429711677,297.7,6.002016129
6호기,압출기,2016-09-06 00:00:00,20:50:00,23:35:00,165,2.8,보조 로더 실린더 피스톤 파손,보조 로더 실린더 피스톤 파손 교체수리(파레트 부족),2.53,16.5,15.28,Auxiliary loader cylinder piston broken,Auxiliary loader cylinder piston damage replacement and repair (lack of pallet),extruder,0.35,4.960711677,297.7,18.04242424
6호기,압출기,2016-09-07 00:00:00,05:35:00,06:20:00,45,0.8,콘테이너 히터 (히터측)배선 SHORT로 점검 요청,콘테이너 히터 배선 절연 불량으로 테이핑 및 재고정후 SCR UNIT T상 휴즈 융단 교체,2.53,16.5,15.28,Request inspection with container heater (heater side) wiring SHORT,Replaced SCR UNIT T-phase fuse carpet after taping and re-fixing due to poor container heater wiring insulation.,extruder,0.35,4.960711677,297.7,18.04242424
6호기,압출기,2016-09-21 00:00:00,13:30:00,17:30:00,240,4,빠이 롯트 펌프 토출 이상,빠이 롯트 펌프 토출 이상 펌프 키트 교체(32번),2.53,16.5,15.28,Pyrot pump discharge error,Replace the pump kit due to defective discharge of the rotary pump (No. 32),extruder,0.35,4.960711677,297.7,18.04242424
6호기,압출기,2016-09-22 00:00:00,08:30:00,19:00:00,630,10.5,로더 축 부싱 파손,로더 축 부싱 파손 교체,2.53,16.5,15.28,Loader shaft bushing broken,Damaged loader shaft bushing replacement,extruder,0.35,4.960711677,297.7,18.04242424
6호기,압출기,2016-10-08 00:00:00,08:30:00,08:50:00,20,0.3,콘테이너 히터 온도상승 불능으로 점검요청,"FUSE ""T상""교체작업 ",0.36,57.4,0.63,Inspection request due to container heater temperature not rising,FUSE “T phase” replacement work,extruder,0.35,4.201211677,286.9,4.99825784
6호기,압출기,2016-10-21 00:00:00,01:40:00,01:50:00,10,0.2,OP 판넬 압출 CYCLE START PB S/W 교체 요청,CYCLE START PB S/W(KH-513) 교체,0.36,57.4,0.63,OP panel extrusion CYCLE START PB S/W replacement request,CYCLE START PB S/W (KH-513) replacement,extruder,0.35,4.201211677,286.9,4.99825784
6호기,압출기,2016-10-07 00:00:00,19:44:00,20:00:00,16,0.3,콘테이너 히터 온도 저하로 점검요청,FUSE 소손으로 2EA교체.,0.36,57.4,0.63,Inspection request due to drop in container heater temperature,Replaced 2EA due to fuse burnout.,extruder,0.35,4.201211677,286.9,4.99825784
6호기,압출기,2016-10-18 00:00:00,18:50:00,19:20:00,30,0.5,전산용pc차단기 트립,수전실 전산용 누전차단기 복귀,0.36,57.4,0.63,Computer pc breaker trip,Earth leakage circuit breaker for computer system in power supply room is restored,extruder,0.35,4.201211677,286.9,4.99825784
6호기,압출기,2016-11-05 00:00:00,12:00:00,12:30:00,30,0.5,메인 펌프 이상 작동 안됨,메인 펌프 이상 작동 안됨 점검 후 작동,0.5,336.7,0.15,Main pump not working properly,Main pump does not work properly. Operate after inspection.,extruder,0.35,4.250211677,336.7,1
6호기,압출기,2014-08-11 00:00:00,13:30:00,14:20:00,50,0.8,메인 후진밸브 오리피스 막힘,오리피스 청소,4.93,28.4,5.93,Main reverse valve orifice is clogged,Orifice cleaning,extruder,0.35,5.800711677,311.85,10.9806338
6호기,압출기,2014-08-26 00:00:00,08:50:00,10:00:00,70,1.2,유압펌프 작동이상,유압펌프 교체,4.93,28.4,5.93,Hydraulic pump malfunction,Hydraulic pump replacement,extruder,0.35,5.800711677,311.85,10.9806338
6호기,압출기,2014-08-29 00:00:00,22:00:00,08:30:00,410,6.8,메인램 후진동작 불능,메인램 2차에 걸쳐 정비,4.93,28.4,5.93,Main ram reverse operation not possible,Main RAM maintenance in 2 stages,extruder,0.35,5.800711677,311.85,10.9806338
6호기,압출기,2014-09-11 00:00:00,09:10:00,09:25:00,15,0.3,메인램 전후진 동작불능,"오리피스 분해후 청소, 정상작동",3.92,44.5,1.61,Main ram cannot move forward or backward,"Orifice disassembled and cleaned, normal operation",extruder,0.35,5.447211677,266.89,5.99752809
6호기,압출기,2014-09-29 00:00:00,03:50:00,04:35:00,45,0.7,메인램 후진 작동 불능,후진 볼륨 밸브 청소작업,3.92,44.5,1.61,Main ram reverse operation not working,Reverse volume valve cleaning work,extruder,0.35,5.447211677,266.89,5.99752809
6호기,압출기,2014-09-30 00:00:00,18:10:00,19:30:00,80,1.3,사이드실린더 누유,사이드 실린더 유 패킹 교체작업,3.92,44.5,1.61,Side cylinder leak,Side cylinder oil packing replacement work,extruder,0.35,5.447211677,266.89,5.99752809
6호기,압출기,2014-11-19 00:00:00,09:00:00,12:00:00,170,2.8,사이드실린더 누유,배관 파손부위 용접작업,21.28,246.8,1.13,Side cylinder leak,Welding work on damaged pipes,extruder,0.35,11.52321168,246.76,0.999837925
6호기,가열로,2월11일,08:30:00,10:00:00,90,1.5,모추럴 모타 방폭 함,취부후 시운전,1.25,75.8,1.65,Natural motor explosion proof box,Test run after installation,heating furnace,0.25,3.223365483,303.13,3.999076517
6호기,가열로,2월19일,11:45:00,12:05:00,20,0.3,푸시백 실린다 오일 누유,실린다 예비품 으로 교체,1.25,75.8,1.65,Pushback cylinder oil leak,Replaced with Silinda spare part,heating furnace,0.25,3.223365483,303.13,3.999076517
6호기,가열로,3월5일,22:00:00,23:00:00,60,1,푸샤 전 후 진 不,솔레노이드 밸브 접촉 불량,1.12,64.5,1.73,No before or after Pusha,Poor solenoid valve contact,heating furnace,0.25,3.190865483,387.14,6.002170543
6호기,가열로,3월12일,02:21:00,03:10:00,49,0.8,빌레트 전진 不,프레샤 스위치 에러 조정 작업,1.12,64.5,1.73,Billet not moving forward,Pressure switch error adjustment work,heating furnace,0.25,3.190865483,387.14,6.002170543
6호기,가열로,3월15일,20:30:00,23:50:00,200,3.3,빌레트가열로  종1~2번,애자 파손 예비품으로 교체,1.12,64.5,1.73,Billet heating furnace type 1~2,Replace damaged insulator with spare part,heating furnace,0.25,3.190865483,387.14,6.002170543
6호기,가열로,5월3일,04:00:00,04:30:00,30,0.5,빌레트 가열로 퍼지 완료 지연,가스 압력 저하 로 지연 확인,1.22,23.4,5.22,Delay in purge completion due to billet heating,Confirmation of delay due to low gas pressure,heating furnace,0.25,3.215865483,210.83,9.00982906
6호기,가열로,5월3일,01:30:00,02:00:00,30,0.5,빌레트 온 도 편차,프르 브 애자 교체후 정상,1.22,23.4,5.22,Billet temperature deviation,Normal after replacing probe insulator,heating furnace,0.25,3.215865483,210.83,9.00982906
6호기,가열로,5월23일,08:30:00,09:14:00,44,0.7,로그샤 이젝트 실린다,동작 불 감지센서 교체,1.22,23.4,5.22,Logsha Ejector Cylinder,Replacement of motion detection sensor,heating furnace,0.25,3.215865483,210.83,9.00982906
6호기,가열로,6월21일,08:50:00,09:30:00,40,0.7,HOT JAT FAN M/M,링 게이지 이탈 교정 작업,1.73,65.5,2.63,HOT JAT FAN M/M,Ring gauge deviation correction work,heating furnace,0.25,3.343365483,262.06,4.000916031
6호기,가열로,7월27일,15:40:00,19:00:00,200,3.3,빌레트 가열로  PLC 알람,PLC카드 세척 및 출력카드 교체,2.07,68.3,3.03,Billet heating furnace PLC alarm,PLC card cleaning and output card replacement,heating furnace,0.25,3.428365483,204.93,3.000439239
6호기,가열로,7월28일,22:36:00,01:00:00,144,2.4,빌레트 가열로 PLC 알람,발생 헤제 작업,2.07,68.3,3.03,Billet heating furnace PLC alarm,Occurrence clearing operation,heating furnace,0.25,3.428365483,204.93,3.000439239
6호기,가열로,8월05일,07:00:00,08:20:00,80,1.3,DOOR 출구측 IP5200 SOL 교체,Hotjet Fan 온도 신호 변환기 델타 I/O 교체,1,10.2,9.79,DOOR exit side IP5200 SOL replacement,Hotjet Fan Temperature Signal Converter Delta I/O Replacement,heating furnace,0.25,3.160865483,254.4,24.94117647
